"Name","SessionName","BeginTime","EndTime"
"Jessica Rose","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Linda Ames","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Human Services Sub Staff Email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Linda Gilbert","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Eric Sorenson","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Public Safety Sub Staff Email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"John Borden","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Julie Jensen","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Eric Sorenson","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Paul Siebert","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Becky Nelson","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Beth Patrino","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"shsec exhibit email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Richard Donovan","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Ian Borgman","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Beth Reiley","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Shelley Raszka","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Channa Newell","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Adam Crawford","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Whitney Perez","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Kristi Arrington","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Jessica Rose","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Dan Roper","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Samantha Koopman","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Jan Nordlund","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Ashley Clark","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Mike Reiley","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Dorothy Diehl","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Shelley Raszka","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Dorothy Diehl","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"hee exhibit email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"hhc exhibit email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"hhewd exhibit email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"hhs exhibit email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"hjud exhibit email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"hrcluw exhibit email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"hed exhibit email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"hted exhibit email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"jcdeo exhibit email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"jml exhibit email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"sbt exhibit email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"sed exhibit email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Steve Bender","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"senr exhibit email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"hvet exhibit email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"hcpge exhibit email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"hrules exhibit email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Sean McSpaden","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Eric Sorenson","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Capital Const Sub Staff Email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Transp/Ec Dev Sub Staff Email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Julie Jensen","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Theresa McHugh","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"hcond exhibit email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Dorothy Diehl","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"General Govt Sub Staff Email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Information Tech Sub Email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Audits Committee Staff Email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Corey Rosenberg","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"hagnr exhibit email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"hbl exhibit email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Natural Resources Sub Staff Email","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"Daron Hill","2016 Regular Session","2016-02-01T00:00:00","2016-03-03T00:00:00"
"hvet exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"hrules exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"htp exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"svep exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"hhewd exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"jlpr exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"hhc exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"hhs exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"jmr exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"shc exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"sbt exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"sed exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"senr exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"sgga exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"shs exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"srules exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Paul Siebert","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"jtpm exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Edward Klein","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Kristi Arrington","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Austin Anderson","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"swf exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Channa Newell","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Josh Nasbe","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Whitney Perez","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Lindsay Free","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"hjud exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Mike Reiley","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Mike Reiley","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Christopher Reinhart","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Patsy Wood","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"hagnr exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"hbl exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"hecdt exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"hecfs exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"hed exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"hee exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Edward Klein","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Austin Anderson","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Michael Graham","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Julie Jensen","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Julie Jensen","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Dae Baek","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Christine Broniak","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Corinne Gavette","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Austin Anderson","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Edward Klein","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Sean McSpaden","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Laura Kentnesse","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Patsy Wood","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Cherie Stone","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Patsy Wood","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Eric Sorenson","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Josh Nasbe","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Patsy Wood","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Josh Nasbe","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Patsy Wood","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Gina Rumbaugh","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"sjud exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Chris Allanach","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Michael Graham","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Mazen Malik","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Isabel Hernandez","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Education Sub Staff Email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"General Govt Sub Staff Email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Human Services Sub Staff Email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Natural Resources Sub Staff Email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Public Safety Sub Staff Email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Transp/Ec Dev Sub Staff Email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Shelley Raszka","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Capital Const Sub Staff Email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Audits Committee Staff Email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"IMT Committee Staff Email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"hrev exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"sfr exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"jtax exhibit email","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Daron Hill","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Nick Herrera","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Dexter Johnson","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Michael Graham","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Paul Warner","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Lisa Rybloom","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Kyle Easton","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Whitney Perez","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Chris Allanach","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Dae Baek","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Christine Broniak","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Kyle Easton","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Corinne Gavette","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Paul Warner","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Mazen Malik","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Mazen Malik","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Chris Allanach","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Christine Broniak","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Kyle Easton","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Corinne Gavette","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Paul Warner","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Mazen Malik","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Chris Allanach","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Dae Baek","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Dae Baek","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Debbie Malone","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Debra Maryanov","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Ann System.Xml.XmlElement","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Jan Nordlund","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Adam Crawford","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Zena Rockowitz","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Sandy Thiele-Cirka","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Laura Kentnesse","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Maia Daniel","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Erin Seiler","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Samantha Koopman","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Tim Walker","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Bradley Volk","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Patrick Brennan","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Lisa Gezelter","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Shelley Raszka","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Oliver Droppers","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Kristi Arrington","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Channa Newell","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Cherie Stone","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Christine Broniak","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Kyle Easton","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Paul Warner","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Ken Rocco","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Patrick Brennan","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Nita Kumar","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Isabel Hernandez","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"C. Ross","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Isabel Hernandez","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Linda Ames","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Eric Sorenson","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Doug Wilson","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Matt Stayner","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Steve Bender","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Eric Sorenson","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Julie Neburka","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"John Borden","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Michael Graham","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Sean McSpaden","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Theresa McHugh","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Corinne Gavette","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Donna Burgess","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Adam Crawford","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Josh Nasbe","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Misty Freeman","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"C. Ross","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Kayla Byers","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Donna Burgess","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Dana Frenchko","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Beth Patrino","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Jessica DeFelice","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Annette Easdale","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Nita Kumar","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Matt Doumit","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Derrick Wheeler","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"John Larson","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Danielle Ross","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Alethia Miller","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Matthew Perreault","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Cassandra Soucy","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Ashley Clark","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Beth Reiley","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Corey Rosenberg","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Amanda Beitel","2017 Regular Session","2017-01-09T00:00:00","2017-07-07T00:00:00"
"Patsy Wood","2017-2018 Interim","2017-07-11T00:00:00",""
"Lisa Gezelter","2017-2018 Interim","2017-07-11T00:00:00",""
"jcss exhibit email","2017-2018 Interim","2017-07-11T00:00:00",""
"Kaitlyn Harger","2017-2018 Interim","2017-07-11T00:00:00",""
"Jamie Hinsz","2017-2018 Interim","2017-07-11T00:00:00",""
"Kaitlyn Harger","2017-2018 Interim","2017-07-11T00:00:00",""
"Oliver Droppers","2017-2018 Interim","2017-07-11T00:00:00",""
"Amie Fender-Sosa","2017-2018 Interim","2017-07-11T00:00:00",""
"Amie Fender-Sosa","2017-2018 Interim","2017-07-11T00:00:00",""
"Oliver Droppers","2017-2018 Interim","2017-07-11T00:00:00",""
"Matthew DeRosa","2017-2018 Interim","2017-07-11T00:00:00",""
"Lisa Gezelter","2017-2018 Interim","2017-07-11T00:00:00",""
"Matthew DeRosa","2017-2018 Interim","2017-07-11T00:00:00",""
"Gina Rumbaugh","2017-2018 Interim","2017-07-11T00:00:00",""
"Samantha Koopman","2017-2018 Interim","2017-07-11T00:00:00",""
"Cameron Miles","2017-2018 Interim","2017-07-11T00:00:00",""
"Patrick Brennan","2017-2018 Interim","2017-07-11T00:00:00",""
"Lorey Freeman","2017-2018 Interim","2017-07-11T00:00:00",""
"jlac exhibit email","2017-2018 Interim","2017-07-11T00:00:00",""
"Isabel Hernandez","2017-2018 Interim","2017-07-11T00:00:00",""
"Theresa McHugh","2017-2018 Interim","2017-07-11T00:00:00",""
"jlpr exhibit email","2017-2018 Interim","2017-07-11T00:00:00",""
"Channa Newell","2017-2018 Interim","2017-07-11T00:00:00",""
"Alethia Miller","2017-2018 Interim","2017-07-11T00:00:00",""
"Patrick Brennan","2017-2018 Interim","2017-07-11T00:00:00",""
"jspea exhibit email","2017-2018 Interim","2017-07-11T00:00:00",""
"jct exhibit email","2017-2018 Interim","2017-07-11T00:00:00",""
"Oliver Droppers","2017-2018 Interim","2017-07-11T00:00:00",""
"jhccr exhibit email","2017-2018 Interim","2017-07-11T00:00:00",""
"Corey Rosenberg","2017-2018 Interim","2017-07-11T00:00:00",""
"Jaime McGovern","2017-2018 Interim","2017-07-11T00:00:00",""
"Jaime McGovern","2017-2018 Interim","2017-07-11T00:00:00",""
"Christopher Reinhart","2017-2018 Interim","2017-07-11T00:00:00",""
"Patsy Wood","2017-2018 Interim","2017-07-11T00:00:00",""
"scond exhibit email","2017-2018 Interim","2017-07-11T00:00:00",""
"Chris Allanach","2017-2018 Interim","2017-07-11T00:00:00",""
"Melissa Leoni","2017-2018 Interim","2017-07-11T00:00:00",""
"Samantha Koopman","2017-2018 Interim","2017-07-11T00:00:00",""
"Melissa Leoni","2017-2018 Interim","2017-07-11T00:00:00",""
"Samantha Koopman","2017-2018 Interim","2017-07-11T00:00:00",""
"Sean McSpaden","2017-2018 Interim","2017-07-11T00:00:00",""
"Dae Baek","2017-2018 Interim","2017-07-11T00:00:00",""
"Mazen Malik","2017-2018 Interim","2017-07-11T00:00:00",""
"Chris Allanach","2017-2018 Interim","2017-07-11T00:00:00",""
"jtmp exhibit email","2017-2018 Interim","2017-07-11T00:00:00",""
"Patrick Brennan","2017-2018 Interim","2017-07-11T00:00:00",""
"jccr exhibit email","2017-2018 Interim","2017-07-11T00:00:00",""
"Shelley Raszka","2017-2018 Interim","2017-07-11T00:00:00",""
"Beth Patrino","2017-2018 Interim","2017-07-11T00:00:00",""
"Beth Reiley","2017-2018 Interim","2017-07-11T00:00:00",""
"jfprx exhibit email","2017-2018 Interim","2017-07-11T00:00:00",""
"Danielle Ross","2017-2018 Interim","2017-07-11T00:00:00",""
"Ken Rocco","2017-2018 Interim","2017-07-11T00:00:00",""
"Ken Rocco","2017-2018 Interim","2017-07-11T00:00:00",""
"Ken Rocco","2017-2018 Interim","2017-07-11T00:00:00",""
"Alethia Miller","2017-2018 Interim","2017-07-11T00:00:00",""
"Danielle Ross","2017-2018 Interim","2017-07-11T00:00:00",""
"Sean McSpaden","2017-2018 Interim","2017-07-11T00:00:00",""
"Kyle Easton","2017-2018 Interim","2017-07-11T00:00:00",""
"Jan Nordlund","2017-2018 Interim","2017-07-11T00:00:00",""
"Jaime McGovern","2017-2018 Interim","2017-07-11T00:00:00",""
"jsp exhibit email","2017-2018 Interim","2017-07-11T00:00:00",""
"Samantha Koopman","2017-2018 Interim","2017-07-11T00:00:00",""
"Adam Crawford","2017-2018 Interim","2017-07-11T00:00:00",""
"Lisa Gezelter","2017-2018 Interim","2017-07-11T00:00:00",""
"jardho exhibit email","2017-2018 Interim","2017-07-11T00:00:00",""
"Matthew DeRosa","2017-2018 Interim","2017-07-11T00:00:00",""
"Danielle Ross","2017-2018 Interim","2017-07-11T00:00:00",""
"Matthew DeRosa","2017-2018 Interim","2017-07-11T00:00:00",""
"Matthew DeRosa","2017-2018 Interim","2017-07-11T00:00:00",""
"Danielle Ross","2017-2018 Interim","2017-07-11T00:00:00",""
"Matthew DeRosa","2017-2018 Interim","2017-07-11T00:00:00",""
"Matthew DeRosa","2017-2018 Interim","2017-07-11T00:00:00",""
"Lisa Rybloom","2017-2018 Interim","2017-07-11T00:00:00",""
"Lisa Rybloom","2017-2018 Interim","2017-07-11T00:00:00",""
"Lisa Rybloom","2017-2018 Interim","2017-07-11T00:00:00",""
"Lisa Rybloom","2017-2018 Interim","2017-07-11T00:00:00",""
"Lisa Rybloom","2017-2018 Interim","2017-07-11T00:00:00",""
"Samantha Koopman","2017-2018 Interim","2017-07-11T00:00:00",""
"Corinne Gavette","2017-2018 Interim","2017-07-11T00:00:00",""
"Channa Newell","2017-2018 Interim","2017-07-11T00:00:00",""
"sgga exhibit email","2017-2018 Interim","2017-07-11T00:00:00",""
"Kristi Arrington","2017-2018 Interim","2017-07-11T00:00:00",""
"jsafe exhibit email","2017-2018 Interim","2017-07-11T00:00:00",""
"Ken Rocco","2017-2018 Interim","2017-07-11T00:00:00",""
"Paul Siebert","2017-2018 Interim","2017-07-11T00:00:00",""
"Ken Rocco","2017-2018 Interim","2017-07-11T00:00:00",""
"Paul Siebert","2017-2018 Interim","2017-07-11T00:00:00",""
"Ken Rocco","2017-2018 Interim","2017-07-11T00:00:00",""
"Paul Siebert","2017-2018 Interim","2017-07-11T00:00:00",""
"jrf301 exhibit email","2017-2018 Interim","2017-07-11T00:00:00",""
"Laura Kentnesse","2017-2018 Interim","2017-07-11T00:00:00",""
"Shelley Raszka","2017-2018 Interim","2017-07-11T00:00:00",""
"hagnr exhibit email","2017-2018 Interim","2017-07-11T00:00:00",""
"Jan Nordlund","2017-2018 Interim","2017-07-11T00:00:00",""
"hbl exhibit email","2017-2018 Interim","2017-07-11T00:00:00",""
"Patsy Wood","2017-2018 Interim","2017-07-11T00:00:00",""
"hcond exhibit email","2017-2018 Interim","2017-07-11T00:00:00",""
"hecdt exhibit email","2017-2018 Interim","2017-07-11T00:00:00",""
"hecfs exhibit email","2017-2018 Interim","2017-07-11T00:00:00",""
