"Name","SessionName","BeginTime","EndTime"
"Patti O'Rielly","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Laurie Byerly","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Eric Sorenson","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Monica Brown","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Linda Ames","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Ken Rocco","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Erika Herbert","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Jenny Eadie","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Jill Petty","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Debbie Nealy","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Matt Davis","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Anna Teske","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Aimee Steketee","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Jim Stembridge","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Jenny Eadie","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Zachary Rothmier","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Jonnave Stokes","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Sandy Thiele-Cirka","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Jill Petty","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Jan Nordlund","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Jenny Eadie","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Victoria Cox","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Tamara Sullivan","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Shelley Raszka","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Bill Taylor","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Aaron Knott","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Pam Marshall","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Kristi Hauck","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Annola DeJong","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Jennifer Kellar","2011 Regular Session","2011-01-10T00:00:00","2011-06-30T00:00:00"
"Beth Reiley","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Jenny Craig","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Kristi Hauck","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Mike Reiley","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Gina Rumbaugh","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Channa Newell","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Victoria Cox","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Mike Reiley","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Kristi Hauck","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Shelley Raszka","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Erin Seiler","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Sue Hampton","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Erin Seiler","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Ken Rocco","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Ken Rocco","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Gina Rumbaugh","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Ken Rocco","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Gina Rumbaugh","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Ken Rocco","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Gina Rumbaugh","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Ken Rocco","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Gina Rumbaugh","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Gina Rumbaugh","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Ken Rocco","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Gina Rumbaugh","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Ken Rocco","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Bob Cummings","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Ken Rocco","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Gina Rumbaugh","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Gina Rumbaugh","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Lynn Buchanan","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Ken Rocco","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Lynn Buchanan","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Lynn Buchanan","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Lynn Buchanan","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Lynn Buchanan","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Lynn Buchanan","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Lynn Buchanan","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Lynn Buchanan","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Lynn Buchanan","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Lynn Buchanan","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Lynn Buchanan","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Lynn Buchanan","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Corinne Gavette","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Corinne Gavette","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Christine Broniak","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Sue Hampton","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Dae Baek","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Mazen Malik","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Paul Warner","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"John Terpening","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Ken Rocco","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Patsy Wood","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Sandy Thiele-Cirka","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Sandy Thiele-Cirka","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Channa Newell","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Sue Hampton","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Channa Newell","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Daron Hill","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Gina Rumbaugh","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Ken Rocco","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Gina Rumbaugh","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Chris Allanach","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Christine Broniak","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Sue Hampton","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Chris Allanach","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Debbie Malone","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Sandy Thiele-Cirka","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Shelley Raszka","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Jan Nordlund","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Kristi Hauck","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Beth Patrino","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Victoria Cox","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Shelley Raszka","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Shelley Raszka","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Jan Nordlund","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Kristi Hauck","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Beth Reiley","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Ken Rocco","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Corinne Gavette","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Erin Seiler","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Christine Broniak","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Mike Reiley","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Sue Hampton","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Kristi Hauck","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Beth Patrino","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Mike Reiley","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Victoria Cox","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Debbie Malone","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Patrick Brennan","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"C. Ross","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Sue Hampton","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Debbie Malone","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Patrick Brennan","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Sue Hampton","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"C. Ross","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Annola DeJong","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Bill Taylor","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Channa Newell","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Dae Baek","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Gina Rumbaugh","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Mazen Malik","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Annola DeJong","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Erin Seiler","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Mike Reiley","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"C. Ross","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Sue Hampton","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Theresa Van Winkle","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Victoria Cox","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Dexter Johnson","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Bill Taylor","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Patrick Brennan","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Bill Taylor","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Annola DeJong","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Channa Newell","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Beth Reiley","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Mike Reiley","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Channa Newell","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Mazen Malik","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Paul Warner","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Debbie Malone","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Chris Allanach","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Patsy Wood","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Shelley Raszka","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Jan Nordlund","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Paul Warner","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Dae Baek","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Ken Rocco","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Paul Warner","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Mazen Malik","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Chris Allanach","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Corinne Gavette","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Sandy Thiele-Cirka","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Christine Broniak","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Dae Baek","2011 - 2012 Interim","2011-06-30T00:00:00","2013-01-13T00:00:00"
"Channa Newell","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Mazen Malik","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Corinne Gavette","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Dae Baek","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Christine Broniak","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Joan Green","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Matt Davis","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Eric Sorenson","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Chris Allanach","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Channa Newell","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Lynn Buchanan","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Patsy Wood","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Patsy Wood","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Lynn Buchanan","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Lynn Buchanan","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Lynn Buchanan","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Paul Warner","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Lynn Buchanan","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Lynn Buchanan","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Lynn Buchanan","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Lynn Buchanan","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"C. Ross","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Adonal Arrington","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Sandy Thiele-Cirka","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Patti ORielly","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Beth Patrino","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Sue Hampton","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Jan Nordlund","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Sandy Thiele-Cirka","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Debbie Nealy","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Adonal Arrington","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Mike Reiley","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"C. Ross","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Bill Taylor","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Erin Seiler","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Mike Reiley","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Beth Reiley","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Kristi Hauck","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Theresa Van Winkle","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Andrew Wilkinson","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Shelley Raszka","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Victoria Cox","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Patti ORielly","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Ken Rocco","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Gina Rumbaugh","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Doug Wilson","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Paul Siebert","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Eric Sorenson","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Daron Hill","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Debbie Malone","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Eric Sorenson","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Eric Sorenson","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Laurie Byerly","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Linda Ames","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Eric Sorenson","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Steve Bender","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Patti ORielly","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Monica Brown","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Erin Seiler","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Patrick Brennan","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Beth Patrino","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Channa Newell","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Andrew Wilkinson","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Theresa Van Winkle","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Bob Cummings","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Paul Warner","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Mazen Malik","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Chris Allanach","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Debbie Malone","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Christine Broniak","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Paul Warner","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Mazen Malik","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Chris Allanach","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Dae Baek","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Christine Broniak","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Corinne Gavette","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Shelley Raszka","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Corinne Gavette","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Patrick Brennan","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Dae Baek","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"C. Ross","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Sue Hampton","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Aimee Steketee","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Jan Nordlund","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Sandy Thiele-Cirka","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Debbie Nealy","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Victoria Cox","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Beth Reiley","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Mike Reiley","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Bill Taylor","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Ann Martin","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Pam Marshall","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Kristi Hauck","2012 Regular Session","2012-02-01T00:00:00","2012-03-05T00:00:00"
"Dae Baek","2012 1st Special Session","2012-12-14T00:00:00",""
"Corinne Gavette","2012 1st Special Session","2012-12-14T00:00:00",""
"Chris Allanach","2012 1st Special Session","2012-12-14T00:00:00",""
"Christine Broniak","2012 1st Special Session","2012-12-14T00:00:00",""
"Paul Warner","2012 1st Special Session","2012-12-14T00:00:00",""
"Mazen Malik","2012 1st Special Session","2012-12-14T00:00:00",""
"Carla Mikkelson","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Jan Nordlund","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Patsy Wood","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Ashley Clark","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Tyler Larson","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"C. Ross","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Andra Tom","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Emily Brandes","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Ashley Clark","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Elizabeth Edwards","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Alexandra Bachmann","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Cathy Clark","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Kevin Hayden","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Josh Nasbe","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Patsy Wood","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Dexter Johnson","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Karen Winkel","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Troy Rayburn","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Andra Tom","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Patrick Brennan","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Lynn Buchanan","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Andra Tom","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Patrick Brennan","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Shelley Raszka","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Tiffany Koss","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Lynn Buchanan","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Patsy Wood","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Beth Patrino","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Patsy Wood","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Bill Taylor","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Mike Reiley","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Patsy Wood","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Patrick Brennan","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Shelley Raszka","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
"Patsy Wood","2013 Regular Session","2013-01-14T00:00:00","2013-07-08T00:00:00"
